Student ID,School,Gender,Game-Playing Frequency,Game-Playing Skill,Game-Playing Hours,Content Pre 1,Content Pre 2,Content Pre 3,Content Pre 4,Content Pre 5,Content Pre 6,Content Pre 7,Content Pre 8,Content Pre 9,Content Pre 10,Content Pre 11,Content Pre 12,Content Pre 13,Content Pre 14,Content Pre 15,Content Pre 16,Content Pre 17,Content Pre 18,Content Pre 19,Content Pre Total,BFI Open,BFI Conscientious,BFI Extraversion,BFI Agreeable,BFI Neuroticism,AGQ Mastery Approach,AGQ Mastery Avoid,AGQ Performance Approach,AGQ Performance Avoid,CERQ Self Blame,CERQ Acceptance,CERQ Rumination,CERQ Positive Refocusing,CERQ Planning,CERQ Positive Reappraisal,CERQ Putting into Perspective,CERQ Catastrophizing,CERQ Other-Blame,Game Soln Disease,Game Soln Object,Content Post 1,Content Post 2,Content Post 3,Content Post 4,Content Post 5,Content Post 6,Content Post 7,Content Post 8,Content Post 9,Content Post 10,Content Post 11,Content Post 12,Content Post 13,Content Post 14,Content Post 15,Content Post 16,Content Post 17,Content Post 18,Content Post 19,Content Post Total,Narrative 1,Narrative 2,Narrative 3,Narrative 4,Narrative 5,Narrative 6,Narrative 7,Narrative 8,Narrative 9,Narrative 10,Narrative 11,Narrative 12,Narrative 13,Narrative Total,IMI Interest Total,IMI Competence Total,IMI Effort Total,IMI Pressure Total,IMI Value Total,PQ Involvement,PQ Sensory Fidelity,PQ Adaptation / Immersion,PQ Interface Quality,PQ Total,Learning Gain,Normalized Learning Gain,Solved Mystery,CompletionTime
100-0122,AnonymousA,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,6,39,35,34,39,18,14,11,6,15,8,10,9,9,10,9,8,5,3,disease-Salmonellosis,object-Egg,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,10,1,1,1,1,1,1,1,1,1,1,0,1,1,12,5.142857143,2.5,5.4,7,6.285714286,50,20,34,18,122,4,0.307692308,0,9999
100-0123,AnonymousA,1,4,3,2,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,9,33,41,26,37,17,13,15,15,18,5,9,6,5,8,8,6,4,6,disease-Salmonellosis,object-Milk,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,0,0,11,4.714285714,4.5,6.6,3,5.714285714,81,40,45,19,185,-1,-0.1,0,9999
100-0124,AnonymousA,2,2,3,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,9,40,41,32,38,17,17,3,3,4,7,8,6,8,9,8,7,4,2,disease-Salmonellosis,object-Egg,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,12,1,1,1,1,1,1,1,1,1,1,0,1,1,12,2.857142857,3.333333333,3.8,4.25,2.857142857,49,32,32,18,131,3,0.3,0,9999
100-0125,AnonymousA,1,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,36,25,27,31,18,3,17,5,3,2,5,4,5,3,2,4,2,2,disease-Influenza,object-Egg,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,4,1,1,1,1,1,1,1,1,0,0,0,0,1,9,4,4.166666667,4,4.75,3.285714286,32,20,20,19,91,1,0.0625,0,9999
100-0126,AnonymousA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,disease-Salmonellosis,object-Milk,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,9,1,1,1,1,1,1,1,1,1,1,0,0,1,11,6.571428571,5.166666667,6.6,2.75,6.857142857,73,31,46,19,169,None,None,0,9999
100-0127,AnonymousA,1,3,4,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,6,38,28,27,29,23,14,15,12,15,7,8,6,8,8,7,8,6,7,disease-Salmonellosis,object-Milk,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,1,1,1,0,0,0,0,4,4.428571429,3.833333333,5.8,5,4,61,25,34,12,132,-3,-0.230769231,0,9999
100-0128,AnonymousA,1,2,5,5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,4,29,28,30,32,23,13,9,13,13,6,4,3,10,3,5,6,9,9,disease-Influenza,object-Egg,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,1,0,1,0,1,0,0,1,1,1,0,1,8,1.142857143,1.166666667,3.8,2.5,1,22,11,24,17,74,-1,-0.066666667,0,9999
100-0129,AnonymousA,2,3,3,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,11,37,41,25,41,20,21,18,12,21,5,10,6,4,10,10,10,4,2,disease-Salmonellosis,object-Milk,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,10,1,1,0,1,1,1,1,1,0,1,1,1,1,11,3.714285714,4,4.6,4.5,7,59,34,41,9,143,-1,-0.125,0,9999
100-0130,AnonymousA,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5,36,36,34,38,15,13,21,11,14,6,9,5,3,9,9,5,8,4,disease-Influenza,object-Milk,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,8,0,0,1,0,1,1,1,1,1,0,0,1,1,8,4.285714286,2.5,4.4,6,6,36,4,4,24,68,3,0.214285714,0,9999
100-0132,AnonymousA,2,4,4,2,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,9,39,30,34,41,16,13,12,13,14,6,6,7,4,6,8,5,6,4,disease-Salmonellosis,object-Milk,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,14,1,1,1,1,1,1,0,1,1,1,0,1,1,11,5,3.5,5.6,2.25,5.571428571,69,38,47,17,171,5,0.5,0,9999
100-0133,AnonymousA,2,4,4,2,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,7,33,35,35,41,21,13,11,17,15,5,5,6,7,7,8,8,5,5,disease-Salmonellosis,object-Sandwich,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,10,1,1,1,1,1,1,1,1,1,0,0,0,0,9,4.428571429,3.833333333,6.2,5,3.285714286,40,18,29,13,100,3,0.25,0,9999
100-0134,AnonymousA,1,4,4,2,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,10,33,37,23,39,23,21,15,18,21,6,9,8,8,8,8,10,6,8,disease-Salmonellosis,object-Egg,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,13,6,6.5,5.4,1.5,7,69,34,52,16,171,7,0.777777778,1,1910.01001
100-0135,AnonymousA,2,2,3,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,6,36,38,33,41,18,19,11,15,12,6,5,5,2,9,8,3,6,3,disease-Influenza,object-Milk,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,13,3.571428571,3.166666667,6.4,6.75,6,70,33,38,14,155,2,0.153846154,0,9999
100-0136,AnonymousA,1,3,3,2,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,11,36,28,22,28,27,18,14,17,20,7,8,8,7,9,9,8,5,2,disease-Salmonellosis,object-Egg,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,15,1,1,1,1,0,1,1,1,1,0,1,1,1,11,3.857142857,4.666666667,4.4,5,4.857142857,65,26,43,14,148,4,0.5,1,2577.929932
100-0138,AnonymousA,2,2,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,7,41,41,33,42,15,19,10,19,21,6,7,7,6,7,8,8,4,6,disease-Salmonellosis,object-Milk,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,14,1,1,1,1,1,1,1,1,1,1,0,1,1,12,4,3.333333333,4.6,3.5,4,0,0,0,24,24,7,0.583333333,0,9999
100-0139,AnonymousA,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,30,25,37,33,30,9,9,6,21,4,8,4,4,8,6,8,4,4,disease-Salmonellosis,object-Milk,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,9,1,1,1,1,1,1,1,1,1,0,0,0,1,10,4,1.5,5.8,2.75,6.142857143,57,33,41,18,149,7,0.411764706,0,9999
100-0140,AnonymousA,1,3,3,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,5,29,33,39,34,24,12,10,20,18,9,10,7,6,8,8,9,7,4,disease-Influenza,object-Sandwich,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,15,1,1,1,1,1,1,1,1,1,1,0,1,1,12,5.428571429,6,5.8,3,6,74,37,43,9,163,10,0.714285714,1,2506.709961
100-0141,AnonymousA,1,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,39,29,36,24,19,12,13,21,15,5,7,6,7,7,8,10,8,9,disease-Influenza,object-Milk,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,1,1,1,1,0,0,1,0,9,6.142857143,5.166666667,3.8,5.5,6,48,24,35,12,119,0,0,0,9999
100-0142,AnonymousA,1,3,4,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,35,20,33,30,15,13,9,13,11,3,8,6,5,5,5,8,8,8,disease-Salmonellosis,object-Milk,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,1,1,1,1,0,0,1,0,6,6,5.833333333,5,3.75,3.714285714,46,28,33,10,117,1,0.066666667,1,1975.694946
100-0144,AnonymousA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,disease-Influenza,object-Milk,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,7,1,1,1,1,1,1,1,1,0,1,0,0,0,9,4.142857143,4,6,2,5,58,30,41,10,139,None,None,0,9999
100-0145,AnonymousA,2,2,4,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,9,44,36,32,39,19,18,12,18,19,7,10,9,7,9,9,9,2,2,disease-Influenza,object-Sandwich,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,10,1,1,1,1,1,1,1,1,1,1,0,1,0,11,3.285714286,5,5,1.25,4.714285714,55,28,33,12,128,1,0.1,0,9999
100-0146,AnonymousA,2,2,2,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,6,35,29,32,29,27,14,11,12,15,7,7,7,7,8,7,8,7,6,disease-Salmonellosis,object-Milk,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,11,1,1,1,0,1,1,1,1,1,1,0,1,1,11,4.857142857,4.833333333,4.8,4.5,4.857142857,62,33,39,8,142,5,0.384615385,0,9999
100-0147,AnonymousA,1,3,4,4,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,6,36,32,27,41,14,9,10,9,9,8,8,9,5,7,8,7,7,4,disease-Salmonellosis,object-Milk,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,12,1,1,1,1,1,1,0,1,1,0,1,1,1,11,6.142857143,5,4.2,1.25,6.714285714,64,33,47,15,159,6,0.461538462,1,2549.129883
100-0148,AnonymousA,1,3,4,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,8,40,23,32,31,31,13,17,16,18,7,7,10,8,10,6,7,7,6,disease-Salmonellosis,object-Milk,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,10,0,1,1,1,1,1,1,1,1,1,0,1,1,11,4.714285714,5,3.2,1.75,4.857142857,47,22,40,16,125,2,0.181818182,1,2513.699951
100-0149,AnonymousA,1,5,5,5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,39,20,33,30,24,8,16,8,12,8,8,9,8,7,8,6,5,3,disease-Influenza,object-Egg,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,1,1,1,1,1,1,1,1,0,0,0,0,9,2.285714286,4.333333333,3.4,6,6.571428571,31,17,32,16,96,0,0,1,3182.939941
100-0150,AnonymousA,2,3,3,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,10,39,36,26,38,29,21,14,17,16,7,5,8,8,9,8,7,4,5,disease-Influenza,object-Egg,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,9,1,1,1,1,1,1,1,1,1,0,0,1,0,10,4.714285714,3.666666667,6,5.75,6.857142857,44,26,37,11,118,-1,-0.111111111,0,9999
100-0151,AnonymousA,1,3,4,2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,7,39,34,33,39,23,21,9,21,18,6,10,10,6,10,10,8,6,2,disease-Influenza,object-Egg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0152,AnonymousA,2,2,2,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,5,34,31,33,31,26,14,13,17,19,7,6,8,7,7,6,7,7,6,disease-Influenza,object-Egg,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,1,1,1,1,1,1,1,1,1,0,0,0,9,5.285714286,5.833333333,3.4,2.75,4,49,27,32,14,122,-1,-0.071428571,0,9999
100-0153,AnonymousA,2,2,5,2,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,9,50,32,40,36,11,18,10,20,8,10,7,7,7,10,10,8,4,2,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0154,AnonymousA,1,4,5,2,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,10,31,29,34,35,24,16,16,13,17,6,7,8,8,10,7,8,7,5,disease-Influenza,object-Milk,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,7,1,1,1,1,1,1,1,1,1,1,0,1,1,12,4.142857143,7,1.6,3.5,3.571428571,63,31,33,10,137,-3,-0.333333333,1,2463.569824
100-0155,AnonymousA,1,3,4,3,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,7,29,36,24,37,21,10,7,14,16,5,7,5,7,5,5,5,5,5,disease-Influenza,object-Milk,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,0,0,11,5.142857143,3.666666667,5.6,3.25,3.714285714,60,27,36,15,138,1,0.083333333,0,9999
100-0156,AnonymousA,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32,20,21,21,36,12,16,8,15,10,8,8,5,10,7,5,10,7,disease-Salmonellosis,object-Milk,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,6,1,1,1,1,1,1,1,1,1,1,0,0,0,10,6.142857143,4.333333333,6.4,4.25,6,48,17,35,13,113,5,0.277777778,0,9999
100-0157,AnonymousA,1,3,3,2,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,8,26,19,36,23,20,6,6,12,17,6,6,6,2,2,2,2,6,5,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0158,AnonymousA,1,5,5,5,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,7,38,31,30,37,36,15,18,20,21,4,10,10,9,10,10,6,10,8,disease-Salmonellosis,object-Sandwich,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,10,1,1,1,1,0,1,1,0,1,0,1,0,1,9,5.571428571,5.5,5.2,6.5,6.142857143,69,32,44,13,158,3,0.25,0,9999
100-0160,AnonymousA,1,4,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,29,24,32,24,13,11,6,16,6,6,7,7,8,8,8,6,6,disease-Influenza,object-Milk,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,0,12,4.285714286,5,4.6,3.75,5.428571429,56,32,41,14,143,6,0.352941176,1,3104.639893
100-0161,AnonymousA,1,3,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,6,40,34,31,26,29,19,16,21,14,6,8,7,6,6,8,5,9,5,disease-Salmonellosis,object-Egg,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2.285714286,1.333333333,3.2,4,0,0,0,0,24,24,-1,-0.076923077,0,9999
100-0163,AnonymousA,2,3,2,2,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,10,42,31,17,28,28,14,15,15,14,4,9,10,3,7,10,6,6,6,disease-Influenza,object-Sandwich,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,13,5.857142857,6.833333333,5.2,4.75,6,59,22,43,15,139,5,0.555555556,1,1908.089966
100-0164,AnonymousA,1,3,4,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,4,26,29,25,34,17,18,18,18,16,6,9,7,9,8,7,8,4,7,disease-Influenza,object-Egg,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,8,1,1,1,1,1,1,0,1,1,0,1,0,0,9,7,5.333333333,7,1.25,7,84,42,53,12,191,4,0.266666667,0,9999
100-0165,AnonymousA,1,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,6,34,32,30,33,20,16,13,12,15,7,6,7,7,4,6,6,6,6,disease-Influenza,object-Sandwich,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,8,1,1,1,1,1,1,0,1,0,0,0,0,0,7,5.142857143,5.666666667,4.6,3.75,4.857142857,53,26,33,13,125,2,0.153846154,1,2901.809814
100-0166,AnonymousA,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,5,31,27,31,30,24,14,14,11,18,5,6,7,6,7,5,8,6,6,disease-Influenza,object-Milk,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,13,5.571428571,5.666666667,6.8,3.5,5.857142857,63,31,40,13,147,5,0.357142857,1,2655.659912
100-0167,AnonymousA,2,3,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,34,37,34,33,25,15,11,12,19,4,8,7,6,8,9,7,6,4,disease-Influenza,object-Milk,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,9,1,1,1,1,1,1,0,1,1,0,0,1,0,9,1.857142857,1.333333333,3.2,8.5,1,60,37,42,12,151,5,0.333333333,0,9999
100-0168,AnonymousA,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,8,34,37,34,36,21,15,17,9,16,7,8,8,6,9,9,8,7,4,disease-Influenza,object-Milk,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,7,1,1,1,0,0,1,1,1,1,1,0,0,0,8,4.142857143,3.5,3.6,2,7,73,30,34,10,147,-1,-0.090909091,0,9999
100-0169,AnonymousA,1,5,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,30,19,38,27,19,9,12,9,12,5,7,9,9,7,5,3,3,5,disease-Influenza,object-Milk,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,9,1,1,0,0,0,1,0,1,1,0,0,1,1,7,4.285714286,5.166666667,3.4,4.25,3.285714286,55,22,38,16,131,5,0.333333333,1,3336.149902
100-0170,AnonymousA,1,5,5,5,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,8,30,25,27,29,23,16,16,10,13,6,8,6,5,5,7,7,5,5,disease-Salmonellosis,object-Sandwich,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,13,1,1,1,1,0,1,1,0,1,1,0,1,1,10,4,5.5,4,2,7,60,31,48,14,153,5,0.454545455,1,2401.560059
100-0172,AnonymousA,1,2,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,5,34,32,26,33,18,12,9,12,12,3,5,7,9,9,7,5,3,3,disease-Salmonellosis,object-Sandwich,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,9,1,1,1,1,1,1,1,1,1,0,1,1,1,12,4.428571429,3.333333333,4.4,5.25,4.571428571,57,36,46,12,151,4,0.285714286,1,3295.754883
100-0173,AnonymousA,2,2,2,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,9,38,27,33,30,31,15,18,9,6,6,8,10,6,10,10,6,8,4,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0174,AnonymousA,1,3,4,2,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,7,42,28,29,34,27,19,12,19,20,8,8,7,8,8,7,7,7,7,disease-Influenza,object-Milk,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,8,1,1,1,1,1,1,1,1,1,1,0,1,0,11,6,6,5.2,4,6,68,37,48,5,158,1,0.083333333,1,3228.044922
100-0175,AnonymousA,1,5,5,3,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,6,43,23,24,43,14,13,6,13,14,2,9,6,10,3,7,8,2,4,disease-Influenza,object-Sandwich,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,7,1,1,1,1,1,1,1,1,1,1,0,1,1,12,6.714285714,6.833333333,4.8,4.5,6,77,39,52,21,189,1,0.076923077,1,2661.869873
100-0176,AnonymousA,2,4,4,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,6,35,27,30,27,37,7,14,14,18,9,8,8,10,6,7,10,4,3,disease-Influenza,object-Milk,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,7,1,1,1,1,1,1,1,1,0,1,1,0,0,10,3.285714286,2.833333333,4.6,3.5,4.142857143,41,30,28,16,115,1,0.076923077,0,9999
100-0177,AnonymousA,1,5,5,4,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,9,38,27,26,32,27,12,12,14,12,4,6,5,6,6,4,6,5,7,disease-Salmonellosis,object-Milk,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,0,0,0,1,10,3.428571429,5,4,5.25,4.428571429,55,31,30,12,128,-4,-0.4,0,9999
100-0178,AnonymousA,1,4,5,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,5,42,40,34,43,14,14,14,14,9,6,6,4,6,8,7,7,7,5,None,None,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,5,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,4,2.833333333,4,1.25,3.571428571,67,33,37,14,151,0,0,0,9999
100-0179,AnonymousA,1,4,4,2,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,11,43,28,32,33,20,17,15,17,19,7,9,8,6,10,10,9,7,2,disease-Salmonellosis,object-Egg,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,10,1,1,1,1,1,1,1,1,0,0,0,1,1,10,4.571428571,6.166666667,4.6,5.5,6.285714286,56,25,39,14,134,-1,-0.125,1,3139.169922
100-0180,AnonymousA,2,2,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,8,34,24,35,34,26,11,16,13,13,6,5,6,7,6,6,8,5,3,disease-Influenza,object-Sandwich,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,9,1,1,1,1,1,1,1,0,1,0,0,0,0,8,3.857142857,3.166666667,4.4,5,4.571428571,51,27,36,15,129,1,0.090909091,1,3195.61499
100-0181,AnonymousA,1,5,5,4,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,8,45,15,33,32,19,17,14,11,19,7,9,7,9,7,9,8,4,5,disease-Influenza,object-Milk,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,13,1,1,1,1,1,1,1,1,1,0,1,0,0,10,6.571428571,5.666666667,6.2,3,6.714285714,70,31,52,19,172,5,0.454545455,0,9999
100-0182,AnonymousA,1,3,5,2,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,6,42,22,28,29,24,9,5,13,15,6,6,6,4,5,6,7,8,7,disease-Influenza,object-Egg,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1.714285714,4.666666667,3.4,1.75,2.428571429,44,25,33,13,115,5,0.384615385,0,9999
100-0183,AnonymousA,2,3,3,2,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,8,30,24,22,33,30,6,13,6,16,4,8,8,4,8,9,6,7,2,disease-Influenza,object-Milk,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,11,1,1,1,1,1,1,1,1,1,1,1,1,1,13,4.142857143,4.833333333,4.4,4.25,5.857142857,60,19,41,11,131,3,0.272727273,1,2142.689941
100-0184,AnonymousA,2,3,3,2,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,9,35,28,28,35,23,19,16,10,19,8,7,7,7,10,8,8,5,2,disease-Influenza,object-Egg,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,9,1,1,1,1,1,1,1,1,1,0,0,0,1,10,4.428571429,3,5.2,4.5,6,79,41,55,10,185,0,0,0,9999
100-0185,AnonymousA,1,3,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,40,18,29,24,27,13,6,10,11,4,6,3,6,6,7,4,2,9,disease-Influenza,object-Egg,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,13,1,1,1,1,1,1,1,1,1,1,0,1,1,12,3.142857143,4.5,4.6,4.5,4.285714286,44,17,32,12,105,10,0.625,0,9999
